City,ConstructionTime,ConstructionCost,Rotation,LengthX,LengthY,Wall_num,Window_num,sDA,TotalElec,Light,Cooling,Heating,TerraceCost,WindowCost,ExtCost,IntCost,mesh1,mesh2,mesh3,mesh4,mesh5,mesh6,mesh7,mesh8,mesh9,mesh10,mesh11,mesh12,mesh13,mesh14,mesh15,mesh16,mesh17,mesh18,mesh19,mesh20,mesh21,mesh22,mesh23,mesh24,mesh25,mesh26,mesh27,mesh28,mesh29,mesh30,mesh31,mesh32,mesh33,mesh34,mesh35,mesh36,mesh37,mesh38,mesh39,mesh40,mesh41,mesh42,mesh43,mesh44,mesh45,mesh46,mesh47,mesh48,mesh49,mesh50,mesh51,mesh52,mesh53,mesh54,mesh55,mesh56,mesh57,mesh58,mesh59,mesh60,mesh61,mesh62,mesh63,mesh64
Ils-de-France,19,76718,90,12.5,12.35,16,22,80,41569,4540,2922,34108,22000,15380,28838,89,90,91,90,87,87,74,63,91,88,86,83,75,73,77,87,90,86,80,72,8,23,67,81,75,76,67,54,0,8,19,4,71,73,61,43,0,26,70,87,90,85,79,69,0,13,38,27,91,88,86,82,73,71,78,87,89,90,91,89,87,86,73,67,
Ils-de-France,21,80662,90,13.721682,12.35,17,23,69,44075,4934,3086,36055,23000,16342,30120,89,90,91,89,87,86,75,67,91,88,85,82,9,35,68,85,91,86,80,70,14,30,67,72,76,76,65,49,0,4,8,2,73,73,59,35,0,2,1,0,91,86,78,66,0,23,59,66,91,88,85,80,0,0,0,0,90,90,90,89,86,86,75,71,
Ils-de-France,23,71103,90,14.94,12.35,17,24,67,48190,5366,3263,39561,0,24000,16342,30761,90,90,90,0,87,86,68,2,91,88,84,0,71,70,77,87,91,86,78,0,3,42,74,88,76,76,63,0,0,10,29,7,74,73,58,0,0,7,9,0,91,86,78,67,18,34,71,87,91,88,84,0,61,62,76,87,90,90,90,0,87,85,62,7
Ils-de-France,19,72528,90,11.28,13.72,14,23,81,44557,4928,3455,36174,23000,13458,30120,90,90,91,89,87,86,76,65,91,88,86,83,75,73,81,89,91,86,81,74,3,34,77,89,77,77,70,59,0,6,38,22,74,76,65,50,0,0,25,6,91,86,80,70,6,42,77,89,91,88,85,82,72,72,80,89,90,90,91,89,86,86,77,67,
Ils-de-France,21,81439,90,12.5,13.72,15,25,80,44560,4928,3457,36176,25000,14419,30120,90,90,91,89,87,86,76,65,91,88,86,83,75,73,81,89,91,86,81,74,3,34,77,89,77,78,70,59,0,8,39,20,74,76,65,49,0,0,25,6,91,86,79,70,6,44,77,89,91,88,85,82,72,72,80,89,90,90,91,89,86,86,77,69,
Ils-de-France,23,92863,90,13.72,13.72,29,15,42,62515,8846,3021,50648,0,15000,27877,49986,21,82,87,87,0,52,80,38,84,71,66,66,0,0,54,83,86,47,35,18,0,1,44,86,31,18,0,0,0,0,4,21,2,2,6,0,0,0,0,2,68,18,40,39,21,38,0,64,81,67,75,73,47,72,44,78,7,82,88,87,52,88,78,12
Ils-de-France,25,107793,90,14.94,13.72,28,18,47,65988,8119,3057,54812,18000,26916,50627,40,85,88,75,78,88,84,22,83,66,69,49,58,69,68,83,8,3,16,0,10,15,6,3,77,10,0,0,0,0,43,79,44,23,4,0,0,0,45,54,88,58,0,0,2,0,69,88,82,47,63,10,25,69,59,84,75,80,86,0,23,86,31,86,
Ils-de-France,23,85091,90,12.5,14.94,16,26,70,47887,5444,3654,38790,26000,15380,30761,90,90,90,0,87,86,78,68,91,88,85,0,72,74,83,90,91,86,80,0,11,18,69,87,74,76,68,0,0,2,9,8,70,73,62,0,0,0,0,0,91,86,79,68,31,20,63,86,91,88,84,0,65,71,83,90,90,90,90,0,87,86,79,73,
Ils-de-France,25,93543,90,15.2388,13.995202,28,16,48,65915,8101,3076,54739,0,16000,26916,50627,40,84,89,80,81,89,84,16,83,64,70,59,63,70,68,84,8,3,17,1,11,13,7,3,77,12,0,0,0,0,44,79,46,29,0,0,0,0,45,54,87,67,0,0,2,0,69,88,82,71,63,10,28,69,60,84,13,85,86,0,24,86,27,86
Ils-de-France,27,98824,90,14.94,14.94,28,20,50,70956,9852,3563,57542,0,20000,26916,51908,26,84,88,78,76,88,84,43,85,67,64,50,44,60,61,85,85,33,21,8,0,8,24,84,0,9,0,0,0,0,0,0,21,15,2,0,0,2,11,23,85,37,51,28,23,39,26,84,85,72,71,63,56,70,66,84,15,85,89,80,77,88,85,31
Ils-de-France,2,12331,100,3.96,3.96,8,4,95,5191,498,505,4187,0,4000,7690,641,26,70,85,91,91,84,67,18,69,83,87,89,89,87,83,70,84,87,87,88,88,87,87,84,91,89,88,88,88,88,89,91,91,90,88,88,88,88,89,91,88,88,88,88,88,87,87,85,75,85,87,89,89,87,84,72,56,75,85,91,91,84,72,44
Ils-de-France,3,16176,100,3.96,5.18,10,4,89,7193,656,555,5982,0,4000,9613,2563,0,35,51,36,7,72,90,88,33,72,69,62,59,82,87,86,82,83,81,72,78,79,83,81,90,87,84,82,84,82,86,90,91,88,86,85,84,83,86,90,88,87,87,86,84,82,83,82,75,85,88,88,83,78,75,55,48,77,90,90,76,66,59,21
Ils-de-France,3,18817,100,3.96,6.4,10,6,88,9031,811,734,7486,0,6000,9613,3204,86,84,78,0,3,22,88,89,90,87,81,7,33,68,86,86,91,88,84,65,44,69,81,81,91,88,86,84,82,83,85,89,90,88,86,85,84,85,86,90,87,87,87,86,85,87,86,85,76,87,89,86,85,88,86,71,46,83,91,80,80,90,81,37
Ils-de-France,4,20817,100,3.96,7.62,10,8,94,10511,959,834,8719,0,8000,9613,3204,51,78,87,90,91,91,90,86,84,87,88,88,88,88,86,84,91,90,89,87,86,85,82,79,91,91,89,87,86,82,78,71,91,90,89,87,85,79,69,37,91,90,88,87,85,53,49,10,83,86,87,87,86,79,84,82,33,73,85,89,89,82,87,90
Ils-de-France,3,16253,100,5.18,3.96,8,6,97,7622,655,810,6157,0,6000,7690,2563,55,80,91,92,91,89,69,5,76,87,89,91,90,88,84,66,86,88,89,89,89,87,86,83,91,89,88,88,87,87,88,90,91,89,88,88,85,85,87,91,85,87,88,87,82,76,83,87,73,85,88,88,75,81,86,90,45,76,90,90,78,79,83,86
Ils-de-France,3,18137,100,5.18,5.18,11,5,78,8718,864,697,7156,0,5000,10574,2563,0,8,23,27,38,23,89,88,1,35,51,49,47,41,85,84,31,68,72,70,66,60,80,79,75,82,82,81,79,74,70,65,90,87,85,85,85,86,87,90,90,88,87,87,87,87,87,89,82,86,88,89,89,88,86,78,26,77,89,91,91,89,75,40
Ils-de-France,4,23303,100,5.18,6.4,12,6,77,11292,1089,786,9417,0,6000,11535,5768,49,82,90,91,91,88,54,0,82,86,87,88,88,85,76,43,91,87,86,84,83,80,68,41,89,84,76,69,58,75,10,2,87,84,77,73,76,78,33,2,35,72,73,74,76,83,73,47,2,47,68,78,84,83,84,88,0,0,32,75,89,88,85,89
Ils-de-France,5,25264,100,5.18,7.62,13,7,86,12789,1258,854,10677,0,7000,12496,5768,5,53,52,36,0,13,84,89,70,77,70,58,18,60,82,85,88,85,79,73,66,80,80,88,91,87,83,77,68,75,82,88,91,88,85,81,72,72,78,78,90,88,87,85,78,75,67,38,83,87,89,88,85,78,54,7,54,86,91,91,90,69,7,0
Ils-de-France,4,23342,100,5.18,6.4,11,7,75,11370,1079,937,9353,0,7000,10574,5768,0,3,10,16,24,9,89,88,0,20,41,42,33,21,84,82,31,67,66,59,49,31,81,75,88,84,77,76,75,59,85,88,89,84,78,82,82,74,84,89,91,88,86,86,86,86,88,91,87,87,88,88,88,87,86,83,39,79,89,91,91,89,79,57
Ils-de-France,5,28827,100,6.4,6.4,13,8,80,14271,1342,975,11954,0,8000,12496,8331,55,86,91,90,86,39,2,2,84,87,88,87,69,58,40,3,91,88,86,82,50,61,67,58,91,88,84,79,66,65,75,87,88,85,81,78,73,79,85,90,55,74,71,58,7,78,86,90,82,81,59,6,12,71,80,78,88,87,24,0,0,48,51,10
Ils-de-France,6,30789,100,6.401682,7.619607,14,9,84,16159,1573,1048,13537,0,9000,13458,8331,61,87,91,91,87,59,82,89,87,88,88,87,84,73,80,84,91,88,86,83,78,67,47,19,91,87,83,77,72,56,39,27,89,82,63,67,72,74,84,89,72,76,69,66,70,75,80,79,7,57,69,73,75,73,62,5,0,14,66,86,87,62,7,0
Ils-de-France,7,35031,100,8.839607,6.4,13,11,78,19273,1797,1592,15884,0,11000,12496,11535,89,83,64,85,86,87,28,0,87,86,77,80,81,83,67,10,91,87,81,64,65,75,74,67,91,88,83,0,0,71,78,87,91,88,85,73,57,66,76,87,91,88,86,80,70,65,43,33,87,88,88,16,0,80,49,16,64,88,91,86,0,85,12,0
Ils-de-France,8,37831,100,10.06,6.4,13,11,78,19281,1797,1590,15894,11000,12496,11535,89,83,64,85,86,87,28,0,87,86,76,80,81,83,67,26,91,87,81,64,65,75,74,67,91,88,83,0,0,71,78,87,91,88,85,73,57,66,76,87,91,88,86,80,70,66,44,35,87,88,88,16,0,80,49,18,64,88,91,86,0,85,12,0,
Ils-de-France,5,25303,100,5.18,7.62,12,8,77,12786,1253,1105,10427,0,8000,11535,5768,52,89,92,91,90,63,0,0,82,88,90,89,85,76,31,3,89,88,88,87,76,71,39,8,91,89,87,85,67,53,33,10,91,89,87,85,63,41,24,19,89,88,88,86,61,60,20,5,82,88,89,88,22,69,79,88,63,87,91,90,36,62,80,87
Ils-de-France,6,29789,100,6.4,7.62,14,8,84,16044,1605,1162,13277,0,8000,13458,8331,52,89,91,91,90,74,4,0,85,88,89,87,83,78,60,7,91,88,86,84,72,72,71,63,91,87,84,80,70,71,76,87,88,85,80,75,67,65,72,87,70,76,71,64,73,72,72,67,80,76,24,46,83,77,59,20,89,82,4,34,89,78,7,0
Ils-de-France,7,33109,100,7.62,7.62,13,11,80,18900,1872,1426,15602,0,11000,12496,9613,0,17,80,89,49,66,87,92,26,68,79,82,47,0,0,0,80,80,76,74,24,36,39,38,89,82,72,68,69,71,76,71,90,84,77,74,75,80,86,89,83,83,81,76,80,84,87,91,62,82,86,85,86,88,88,87,4,83,90,90,90,91,88,63
Ils-de-France,8,37672,100,7.62,8.839607,13,13,88,22442,2254,1657,18530,0,13000,12496,12176,70,88,91,91,90,85,88,92,88,88,88,87,86,84,85,86,91,87,85,82,80,78,74,66,86,76,0,76,70,7,78,85,86,77,45,50,43,59,78,86,85,77,67,64,57,72,82,88,32,66,77,79,50,72,81,79,6,29,82,88,23,53,85,88
Ils-de-France,9,40822,100,10.06,7.62,13,13,83,22248,2141,1825,18282,13000,12496,12176,89,83,63,85,86,87,45,0,88,86,77,77,78,81,69,32,91,87,81,9,59,73,77,80,91,88,83,76,61,68,77,88,91,88,84,76,64,64,78,89,91,88,85,44,0,68,77,80,88,88,87,77,0,79,68,41,65,88,91,87,0,86,46,4,
Ils-de-France,11,42706,100,11.28,7.62,16,12,80,23991,2446,1720,19826,12000,15380,12176,0,23,26,32,89,89,58,0,22,55,47,36,80,82,72,36,80,78,68,56,61,68,74,80,90,85,76,69,65,63,75,88,91,87,81,76,63,60,74,88,91,87,85,81,46,61,74,80,88,88,88,86,80,80,71,39,67,89,91,90,90,88,47,4,
Ils-de-France,7,34993,100,8.84,6.4,14,10,83,19331,1851,1348,16132,0,10000,13458,11535,65,90,91,86,86,85,13,2,86,88,88,81,81,80,61,9,90,87,85,1,62,67,69,67,91,87,82,75,42,59,70,86,88,85,78,70,45,65,72,86,81,82,72,2,66,74,73,66,84,81,61,81,79,82,65,11,89,78,42,86,86,87,16,0
Ils-de-France,8,37634,100,8.84,7.62,14,12,84,22335,2369,1591,18375,0,12000,13458,12176,70,90,91,86,86,85,32,2,87,88,87,77,77,78,68,30,91,87,84,5,50,68,75,80,89,85,79,71,36,63,79,89,79,81,74,67,40,70,79,89,78,79,71,7,55,74,78,81,88,84,71,78,76,81,71,25,92,85,61,86,86,87,36,0
Ils-de-France,10,43440,100,8.84,8.84,15,13,69,25797,2486,1678,21633,0,13000,14419,16021,2,24,86,85,0,88,79,88,1,52,74,73,0,81,80,81,84,81,71,59,0,33,73,87,91,86,78,64,0,47,74,85,91,87,82,65,0,25,49,16,91,88,84,0,0,69,80,87,89,88,87,0,0,76,81,63,61,88,91,0,0,82,87,16
Ils-de-France,11,47290,100,10.06,8.84,15,13,72,25648,2490,1823,21336,13000,14419,16021,0,14,5,85,86,87,79,87,21,57,0,0,0,81,79,79,86,81,73,70,65,14,68,86,91,86,80,73,63,31,70,84,91,87,83,72,35,6,35,12,91,88,84,0,45,66,78,87,89,88,87,71,72,76,71,49,67,88,91,86,86,85,46,3,
Ils-de-France,12,49251,100,11.28,8.84,16,14,78,27908,2836,1975,23097,14000,15380,16021,0,19,23,45,89,89,79,87,28,62,50,0,80,81,78,80,86,80,71,59,70,1,58,85,90,85,78,67,61,1,64,84,91,87,81,75,41,0,25,11,91,87,84,80,45,59,73,86,89,88,87,86,76,75,69,54,71,89,91,90,89,87,56,0,
Ils-de-France,9,41172,100,9.91,7.62,13,13,84,22452,2140,1619,18693,13000,12496,12176,68,90,91,86,86,85,32,2,87,88,88,77,77,78,68,33,91,87,85,6,49,69,76,81,91,88,83,75,47,66,80,89,91,87,82,74,57,71,80,89,91,87,79,8,57,74,78,81,88,86,76,78,76,81,71,24,89,82,59,86,86,87,39,0,
Ils-de-France,11,46940,100,9.91,8.84,15,13,73,25857,2670,1689,21498,13000,14419,16021,72,89,91,91,90,85,7,0,89,88,88,87,86,81,54,26,91,87,84,82,78,70,0,86,85,62,0,65,62,55,0,84,83,64,12,8,27,50,0,16,82,75,69,23,47,31,82,88,87,80,81,48,73,73,79,80,36,64,87,21,85,87,81,88,
Ils-de-France,12,52801,100,10.06,10.06,16,13,72,25648,2490,1823,21335,13000,15380,16021,0,14,5,85,86,87,79,87,21,56,0,0,0,81,79,79,86,81,73,70,65,14,68,86,91,86,80,73,63,31,70,84,91,88,83,71,35,8,30,12,91,88,84,0,42,67,79,87,89,88,87,71,72,76,71,49,67,88,91,86,86,85,46,3,
Ils-de-France,14,54763,100,11.28,10.06,17,14,78,27903,2836,1976,23091,14000,16342,16021,0,19,23,45,89,89,79,87,30,60,51,0,80,81,79,80,86,80,70,59,68,1,61,85,90,86,77,67,61,1,64,84,91,87,81,75,41,0,24,11,91,87,84,80,45,59,73,86,89,88,87,86,76,75,69,54,71,89,91,90,89,87,56,1,
Ils-de-France,15,64296,100,12.5,10.06,14,22,80,41399,4173,2932,34294,0,22000,13458,28838,89,91,90,71,76,90,91,89,90,88,86,73,76,86,88,90,91,86,78,62,67,80,86,91,89,82,69,39,52,72,83,90,87,73,0,0,0,7,75,87,86,71,14,26,7,24,74,87,74,77,43,69,17,67,78,75,69,87,31,87,7,81,87,64
Ils-de-France,12,50222,100,11.13,8.84,15,15,73,28641,2953,1958,23730,15000,14419,17303,76,90,91,88,46,88,30,4,89,88,86,0,49,74,41,3,91,87,83,0,5,35,72,87,91,86,79,64,17,39,67,84,87,85,80,70,7,0,41,19,87,86,82,72,54,69,77,87,90,88,86,75,77,79,75,56,89,91,90,67,89,89,59,0,
Ils-de-France,14,56783,100,11.28,10.06,16,15,78,29246,3768,2014,23464,15000,15380,17303,88,77,88,60,88,65,79,89,79,78,79,57,0,70,84,88,86,69,39,15,0,77,86,91,85,71,35,20,68,79,87,91,25,49,0,19,75,82,87,91,87,77,65,0,79,84,87,91,55,73,78,0,85,87,88,88,4,59,88,19,89,91,90,75,
Ils-de-France,16,57783,100,11.28,11.28,16,16,84,30677,3227,2032,25418,16000,15380,17303,2,5,38,88,59,88,81,88,23,59,38,9,70,79,77,74,88,82,69,52,11,27,70,88,91,86,76,61,41,40,62,71,91,87,81,73,65,62,76,88,91,87,83,78,65,68,74,68,90,88,87,85,67,74,76,72,74,89,91,90,88,87,79,88,
Ils-de-France,18,71207,100,12.5,11.43,15,22,80,41400,4173,2933,34293,22000,14419,28838,89,91,90,71,76,90,91,89,90,88,86,73,76,86,88,90,91,86,78,62,68,80,86,91,89,82,68,38,53,72,83,90,87,73,0,0,0,7,75,87,86,71,14,26,7,24,74,87,74,77,43,69,17,67,79,75,68,87,30,87,7,81,87,63,
Ils-de-France,19,72528,100,11.28,13.72,14,23,80,44477,4920,3420,36137,23000,13458,30120,90,90,91,89,86,86,76,62,91,88,86,83,74,73,81,89,91,86,81,73,3,31,78,89,77,78,70,59,0,3,33,19,75,76,65,49,0,0,25,8,91,86,80,71,7,36,77,89,91,88,86,82,71,72,81,89,90,90,91,89,86,86,77,68,
Ils-de-France,15,64296,100,12.5,10.06,14,22,80,41400,4173,2932,34295,0,22000,13458,28838,89,91,90,71,76,90,91,89,90,88,86,73,76,86,88,90,91,86,78,62,68,80,86,91,89,82,68,36,52,72,83,90,87,73,0,0,0,7,75,87,86,71,14,26,7,24,74,87,74,77,42,69,17,67,78,75,69,87,31,87,7,81,87,64
Ils-de-France,17,70507,100,12.5,11.28,15,22,80,41550,4532,2954,34064,22000,14419,28838,89,90,91,90,87,87,74,65,91,88,86,83,76,74,79,87,90,86,80,72,7,24,68,81,75,76,67,53,0,6,14,7,71,73,63,36,0,25,69,87,90,86,78,69,0,16,42,30,91,88,86,82,73,71,77,87,89,90,91,89,87,86,73,69,
Ils-de-France,19,76718,100,12.5,12.35,16,22,80,41524,4532,2954,34038,22000,15380,28838,89,90,91,90,87,87,74,64,91,88,86,83,76,74,79,87,90,86,80,72,7,24,68,81,75,76,67,53,0,6,14,7,71,73,63,36,0,25,69,87,90,86,78,69,0,16,42,30,91,88,86,82,73,71,77,87,89,90,91,89,87,86,74,69,
Ils-de-France,21,80662,100,13.721682,12.35,17,23,69,44039,4952,3133,35954,23000,16342,30120,90,90,91,89,87,86,75,68,91,88,85,82,9,33,69,85,91,86,80,71,16,26,65,72,76,76,66,49,0,4,8,6,72,73,60,34,0,1,0,0,91,86,78,67,0,16,57,64,91,88,85,81,0,0,0,0,90,90,90,89,86,86,75,72,
Ils-de-France,23,71103,100,14.94,12.35,17,24,67,48147,5344,3321,39482,0,24000,16342,30761,90,90,90,0,87,85,63,4,91,88,84,0,71,69,76,87,91,86,78,0,12,39,72,87,78,76,63,0,1,11,27,9,75,73,57,0,0,5,6,0,91,86,78,63,26,38,70,87,91,88,84,0,58,64,76,87,90,90,90,0,87,85,62,12
Ils-de-France,19,72528,100,11.28,13.72,14,23,80,44474,4920,3418,36136,23000,13458,30120,90,90,91,89,86,86,75,64,91,88,86,83,74,74,80,89,91,86,81,73,3,31,78,89,77,78,70,59,0,3,33,19,75,76,65,49,0,0,25,8,91,86,80,71,7,36,77,89,91,88,86,82,71,72,81,89,90,90,91,89,86,86,77,68,
Ils-de-France,21,81439,100,12.5,13.72,15,25,80,44477,4920,3420,36137,25000,14419,30120,90,90,91,89,86,86,75,64,91,88,86,83,74,74,80,89,91,86,81,73,3,31,78,89,77,78,70,59,0,3,33,19,75,76,65,49,0,0,25,8,91,86,80,71,7,36,77,89,91,88,86,82,71,72,81,89,90,90,91,89,86,86,77,69,
Ils-de-France,23,92863,100,13.72,13.72,29,15,42,62509,8912,3012,50585,0,15000,27877,49986,21,82,87,87,0,51,80,27,84,69,65,65,0,0,57,83,86,43,35,17,0,3,42,86,28,16,0,0,0,0,7,20,2,4,5,0,0,0,0,4,69,15,42,38,24,38,0,60,80,68,74,73,48,72,48,79,11,83,88,87,52,88,79,6
Ils-de-France,25,107793,100,14.94,13.72,28,18,48,65988,8152,3075,54762,18000,26916,50627,37,85,88,75,78,88,84,11,83,66,69,51,56,69,68,84,5,0,13,3,14,15,5,3,76,4,0,0,0,0,41,79,40,23,0,0,0,0,44,53,87,57,0,0,0,2,68,88,82,44,62,7,23,69,61,84,74,79,86,0,14,86,26,86,
Ils-de-France,23,85091,100,12.5,14.94,16,26,70,47802,5423,3608,38771,26000,15380,30761,90,90,90,0,87,86,78,69,91,88,85,0,71,74,83,90,91,86,80,0,11,19,66,87,74,76,68,0,0,0,9,7,72,74,62,0,0,0,0,0,91,86,79,68,28,21,63,86,91,88,84,0,65,72,82,90,90,90,90,0,87,86,79,71,
Ils-de-France,25,93543,100,15.2388,13.995202,28,16,48,65962,8192,3110,54660,0,16000,26916,50627,37,85,88,79,81,88,84,16,83,64,70,56,63,70,70,84,5,0,15,5,17,15,6,2,76,7,0,0,0,0,42,79,38,29,0,0,0,0,48,51,87,66,0,0,0,2,68,88,82,71,63,8,22,69,61,83,14,85,86,0,18,86,21,86
Ils-de-France,27,98824,100,14.94,14.94,28,20,50,70883,9828,3530,57526,0,20000,26916,51908,28,84,88,77,76,88,84,46,85,65,62,50,40,62,63,85,85,34,20,2,0,11,24,85,0,6,0,0,0,0,0,0,21,14,3,0,0,3,16,25,85,36,51,22,28,41,25,85,85,71,72,64,57,71,67,84,21,85,89,79,78,89,85,31
Ils-de-France,2,12331,110,3.96,3.96,8,4,95,5190,499,506,4185,0,4000,7690,641,23,67,85,91,91,83,65,20,71,83,87,89,89,87,83,68,84,87,87,88,88,87,87,84,91,89,88,88,88,88,89,91,91,89,88,88,88,88,89,91,88,88,88,88,88,88,87,85,75,85,87,89,89,87,83,70,56,75,85,91,91,85,72,44
Ils-de-France,3,16176,110,3.96,5.18,10,4,88,7191,656,556,5980,0,4000,9613,2563,0,42,43,38,11,73,90,88,43,71,70,59,59,81,87,86,81,83,80,72,78,79,82,81,90,87,85,82,84,83,86,90,91,88,86,85,83,83,86,90,88,87,87,86,84,82,84,82,75,86,88,88,84,78,76,54,45,78,90,90,76,66,60,14
Ils-de-France,3,18817,110,3.96,6.4,10,6,88,9029,811,747,7472,0,6000,9613,3204,86,84,77,0,3,20,88,89,90,87,82,7,31,69,86,87,91,88,84,64,49,69,81,81,91,88,86,84,82,83,86,89,90,88,86,85,84,85,87,90,87,87,87,86,85,87,86,85,75,87,89,86,86,88,86,72,45,82,91,81,80,91,81,34
Ils-de-France,4,20817,110,3.96,7.62,10,8,94,10512,959,844,8710,0,8000,9613,3204,48,78,87,90,91,91,90,86,84,87,88,88,88,87,86,84,91,90,89,88,86,85,82,79,91,91,89,87,86,82,78,71,91,91,89,87,85,79,68,29,91,90,88,87,85,50,50,12,82,86,87,87,85,80,84,83,36,73,85,89,89,82,87,90
Ils-de-France,3,16253,110,5.18,3.96,8,6,97,7612,656,820,6137,0,6000,7690,2563,54,80,91,91,91,89,70,9,78,86,90,91,90,88,84,65,86,88,89,89,89,87,86,83,91,89,88,88,87,87,88,90,90,89,88,88,85,86,87,91,85,87,88,87,82,76,83,87,74,85,89,88,75,82,86,90,43,76,90,90,76,79,83,86
Ils-de-France,3,18137,110,5.18,5.18,11,5,80,8710,864,706,7139,0,5000,10574,2563,0,13,26,34,41,27,89,88,7,39,48,55,50,42,85,84,33,69,71,69,65,62,80,78,75,83,82,80,78,75,71,65,90,87,86,85,85,86,87,90,91,88,87,87,87,87,87,89,82,86,88,89,89,88,85,77,23,78,89,91,91,89,77,39
Ils-de-France,4,23303,110,5.18,6.4,12,6,77,11287,1089,797,9401,0,6000,11535,5768,43,82,90,91,91,88,59,0,82,87,87,88,87,85,75,42,91,87,86,85,83,81,70,43,89,84,77,69,58,75,10,0,87,84,78,73,75,76,29,5,43,72,73,73,77,83,72,46,5,46,67,79,84,83,85,88,0,0,31,76,89,88,85,89
Ils-de-France,5,25264,110,5.18,7.62,13,7,86,12786,1258,864,10665,0,7000,12496,5768,3,58,53,34,0,10,84,89,69,77,69,57,16,61,82,85,88,85,79,74,66,79,81,88,91,87,82,78,68,76,81,88,91,87,85,81,71,73,77,78,90,88,87,85,77,74,68,39,83,88,89,88,85,78,55,1,53,86,91,91,90,68,4,0
Ils-de-France,4,23342,110,5.18,6.4,11,7,77,11352,1079,941,9332,0,7000,10574,5768,0,5,15,21,24,9,89,87,3,20,40,42,32,20,84,82,34,69,67,65,52,36,81,75,88,84,78,77,77,62,85,89,89,84,78,82,82,76,84,89,91,88,87,86,86,86,88,91,87,87,88,89,88,87,86,82,44,80,89,91,91,89,79,50
Ils-de-France,5,28827,110,6.4,6.4,13,8,80,14256,1344,983,11929,0,8000,12496,8331,54,87,91,91,86,39,5,0,84,87,88,87,71,60,41,6,91,88,86,83,46,64,68,57,91,88,84,79,66,66,74,87,88,86,82,78,73,79,86,90,57,75,71,61,9,79,86,90,82,81,58,0,18,71,80,78,88,87,24,0,0,51,55,11
Ils-de-France,6,30789,110,6.401682,7.619607,14,9,86,16142,1573,1053,13515,0,9000,13458,8331,61,87,91,91,87,54,83,89,87,88,88,87,84,73,79,84,91,88,86,83,78,65,51,26,91,87,83,78,70,56,41,33,89,82,66,66,71,75,84,89,72,76,69,67,69,74,79,80,7,52,72,74,74,73,61,7,0,6,66,87,87,66,14,3
Ils-de-France,7,35031,110,8.839607,6.4,13,11,78,19263,1796,1603,15864,0,11000,12496,11535,89,83,66,85,86,87,29,0,87,86,77,80,81,83,68,17,91,87,81,60,65,75,73,63,91,88,83,0,0,73,78,87,91,88,85,73,53,66,78,87,91,88,86,81,70,67,44,39,86,88,88,19,0,79,49,19,62,88,91,86,0,85,15,0
Ils-de-France,8,37831,110,10.06,6.4,13,11,78,19271,1796,1602,15873,11000,12496,11535,89,83,65,85,86,87,24,0,87,86,76,80,81,83,69,18,91,87,81,61,64,75,73,65,91,88,83,0,0,72,78,87,91,88,85,73,53,66,78,87,91,88,86,81,69,67,44,38,86,88,88,19,0,79,49,19,62,88,91,86,0,85,15,0,
Ils-de-France,5,25303,110,5.18,7.62,12,8,77,12759,1255,1105,10399,0,8000,11535,5768,52,89,92,91,90,63,3,0,82,88,90,89,85,78,36,4,89,88,88,87,76,70,42,11,91,89,87,85,64,57,33,14,91,89,87,85,63,42,27,17,89,88,88,86,63,59,23,8,82,88,89,88,18,67,79,88,60,87,91,90,33,63,79,87
Ils-de-France,6,29789,110,6.4,7.62,14,8,84,16008,1603,1160,13245,0,8000,13458,8331,48,89,91,91,90,73,6,0,85,88,89,87,83,77,60,9,91,88,86,84,74,73,71,63,91,87,84,80,71,70,75,87,88,85,80,74,68,63,74,87,70,77,72,64,72,73,73,66,81,76,30,50,83,78,60,12,88,83,2,24,89,78,11,0
Ils-de-France,7,33109,110,7.62,7.62,13,11,81,18889,1873,1447,15569,0,11000,12496,9613,3,17,80,89,51,65,87,92,16,69,79,82,49,0,0,0,80,79,75,71,27,43,40,32,89,81,72,70,70,72,77,71,90,84,77,73,75,81,86,89,82,83,81,78,81,84,87,91,64,83,86,85,86,87,87,87,6,83,90,90,90,91,88,63
Ils-de-France,8,37672,110,7.62,8.839607,13,13,86,22419,2254,1673,18492,0,13000,12496,12176,69,88,91,91,90,85,88,92,88,88,88,87,86,85,86,86,91,87,85,83,80,78,76,69,86,77,0,75,69,9,78,86,86,76,43,49,34,58,76,86,85,79,70,66,59,72,83,88,28,68,76,78,51,72,81,79,0,30,82,88,20,57,85,88
Ils-de-France,9,40822,110,10.06,7.62,13,13,83,22227,2142,1830,18254,13000,12496,12176,89,84,67,85,86,87,37,0,88,86,78,76,77,81,72,35,91,87,81,7,64,70,76,80,91,88,83,76,60,67,77,89,91,88,84,78,63,66,78,89,91,88,85,45,0,71,76,80,88,88,88,78,0,80,69,39,66,88,91,87,0,86,35,6,
Ils-de-France,11,42706,110,11.28,7.62,16,12,83,23961,2447,1747,19767,12000,15380,12176,2,28,29,25,89,89,56,0,25,59,49,40,79,81,73,38,80,78,68,58,63,68,75,80,90,85,77,69,64,63,74,88,91,87,82,76,62,61,74,88,91,87,85,82,52,66,72,80,88,88,88,86,80,80,68,49,68,89,91,91,90,88,50,6,
